Internship_ID,Company,Role,Location,Stipend,Required_Skills,Description
INT_5817,CodeCraft,Mobile App Developer,Remote,Unpaid,"iOS Development, Kotlin, Java, Swift, Flutter","Join CodeCraft as a Mobile App Developer. We need expertise in iOS Development, Kotlin."
INT_5818,SoftSystems,Data Scientist,Gurgaon,8000,"Scikit-learn, NumPy, SQL, Deep Learning, TensorFlow","Join SoftSystems as a Data Scientist. We need expertise in Scikit-learn, NumPy."
INT_5819,Summit Digital,Product Manager,Chennai,15000,"Roadmapping, Agile, Product Management","Join Summit Digital as a Product Manager. We need expertise in Roadmapping, Agile."
INT_5820,Visionary Apps,DevOps Engineer,Mumbai,Unpaid,"Jenkins, Bash Scripting, AWS, Kubernetes","Join Visionary Apps as a DevOps Engineer. We need expertise in Jenkins, Bash Scripting."
INT_5821,DataMinds,Backend Developer,Hyderabad,Unpaid,"API Design, MongoDB, Django, Express.js","Join DataMinds as a Backend Developer. We need expertise in API Design, MongoDB."
INT_5822,Stellar Code,QA Engineer,Remote,8000,"Manual Testing, SQL, Selenium, Automation Testing, Java","Join Stellar Code as a QA Engineer. We need expertise in Manual Testing, SQL."
INT_5823,Galactic Soft,System Administrator,Pune,12000,"Bash, Windows Server, Azure","Join Galactic Soft as a System Administrator. We need expertise in Bash, Windows Server."
INT_5824,CloudNet,QA Engineer,Pune,25000,"Manual Testing, Python, SQL, Java","Join CloudNet as a QA Engineer. We need expertise in Manual Testing, Python."
INT_5825,Vertex Global,QA Engineer,Pune,5000,"Java, Python, Automation Testing, JIRA","Join Vertex Global as a QA Engineer. We need expertise in Java, Python."
INT_5826,Meridian Soft,Machine Learning Engineer,Remote,20000,"AWS, TensorFlow, PyTorch, Docker","Join Meridian Soft as a Machine Learning Engineer. We need expertise in AWS, TensorFlow."
INT_5827,InnovateX,System Administrator,Hyderabad,25000,"Virtualization, Windows Server, Linux, AWS","Join InnovateX as a System Administrator. We need expertise in Virtualization, Windows Server."
INT_5828,Global Connect,Data Scientist,Pune,25000,"Scikit-learn, PyTorch, SQL","Join Global Connect as a Data Scientist. We need expertise in Scikit-learn, PyTorch."
INT_5829,Fusion Labs,UI/UX Designer,Gurgaon,10000,"Adobe XD, HTML, Figma, User Research","Join Fusion Labs as a UI/UX Designer. We need expertise in Adobe XD, HTML."
INT_5830,Bright Ideas,UI/UX Designer,Bangalore,25000,"Figma, Adobe XD, User Research, Prototyping","Join Bright Ideas as a UI/UX Designer. We need expertise in Figma, Adobe XD."
INT_5831,Galactic Soft,Data Scientist,Indore,8000,"Data Science, Scikit-learn, PyTorch, SQL, Machine Learning","Join Galactic Soft as a Data Scientist. We need expertise in Data Science, Scikit-learn."
INT_5832,CloudNet,DevOps Engineer,Gurgaon,5000,"AWS, Linux, Docker, Azure, CI/CD","Join CloudNet as a DevOps Engineer. We need expertise in AWS, Linux."
INT_5833,CoreSystems,Mobile App Developer,Gurgaon,5000,"Flutter, Java, iOS Development","Join CoreSystems as a Mobile App Developer. We need expertise in Flutter, Java."
INT_5834,Vanguard Data,Machine Learning Engineer,Remote,Unpaid,"TensorFlow, Docker, AWS, PyTorch, Python","Join Vanguard Data as a Machine Learning Engineer. We need expertise in TensorFlow, Docker."
INT_5835,Nebula Data,Machine Learning Engineer,Chennai,12000,"AWS, Python, Docker, PyTorch, MLOps","Join Nebula Data as a Machine Learning Engineer. We need expertise in AWS, Python."
INT_5836,Polaris Solutions,QA Engineer,Remote,12000,"SQL, JIRA, Selenium, Manual Testing, Python","Join Polaris Solutions as a QA Engineer. We need expertise in SQL, JIRA."
INT_5837,Polaris Solutions,Data Analyst,Chennai,15000,"Python, Excel, Tableau, Statistics, Power BI","Join Polaris Solutions as a Data Analyst. We need expertise in Python, Excel."
INT_5838,Quantum Bits,Machine Learning Engineer,Bangalore,12000,"Docker, TensorFlow, PyTorch, Python","Join Quantum Bits as a Machine Learning Engineer. We need expertise in Docker, TensorFlow."
INT_5839,Apex Innovations,QA Engineer,Noida,15000,"Python, SQL, JIRA","Join Apex Innovations as a QA Engineer. We need expertise in Python, SQL."
INT_5840,ByteWorks,Machine Learning Engineer,Pune,15000,"Machine Learning, MLOps, Python","Join ByteWorks as a Machine Learning Engineer. We need expertise in Machine Learning, MLOps."
INT_5841,Vertex Global,Data Scientist,Mumbai,5000,"PyTorch, Pandas, Deep Learning, SQL","Join Vertex Global as a Data Scientist. We need expertise in PyTorch, Pandas."
INT_5842,Equinox Labs,Data Analyst,Hyderabad,15000,"Power BI, Excel, R","Join Equinox Labs as a Data Analyst. We need expertise in Power BI, Excel."
INT_5843,Galactic Soft,Data Analyst,Gurgaon,20000,"Tableau, Python, SQL, Statistics","Join Galactic Soft as a Data Analyst. We need expertise in Tableau, Python."
INT_5844,Summit Digital,Machine Learning Engineer,Remote,15000,"PyTorch, Docker, Deep Learning, Python, TensorFlow","Join Summit Digital as a Machine Learning Engineer. We need expertise in PyTorch, Docker."
INT_5845,Nebula Data,Backend Developer,Pune,Unpaid,"Java, Django, MongoDB, SQL, PostgreSQL","Join Nebula Data as a Backend Developer. We need expertise in Java, Django."
INT_5846,Future Systems,Data Analyst,Pune,20000,"Excel, Data Science, SQL, Python","Join Future Systems as a Data Analyst. We need expertise in Excel, Data Science."
INT_5847,Zenith AI,Full Stack Developer,Pune,25000,"Express.js, React, JavaScript","Join Zenith AI as a Full Stack Developer. We need expertise in Express.js, React."
INT_5848,Vanguard Data,System Administrator,Mumbai,Unpaid,"Azure, AWS, Virtualization, Linux","Join Vanguard Data as a System Administrator. We need expertise in Azure, AWS."
INT_5849,BlueWave,Frontend Developer,Delhi,8000,"Vue.js, JavaScript, React, Tailwind CSS, TypeScript","Join BlueWave as a Frontend Developer. We need expertise in Vue.js, JavaScript."
INT_5850,InnovateX,Frontend Developer,Delhi,10000,"Vue.js, Angular, JavaScript","Join InnovateX as a Frontend Developer. We need expertise in Vue.js, Angular."
INT_5851,BlueWave,Machine Learning Engineer,Pune,5000,"Python, PyTorch, MLOps, Machine Learning, Deep Learning","Join BlueWave as a Machine Learning Engineer. We need expertise in Python, PyTorch."
INT_5852,LogicGate,Mobile App Developer,Remote,12000,"Java, iOS Development, Kotlin, Flutter","Join LogicGate as a Mobile App Developer. We need expertise in Java, iOS Development."
INT_5853,BlueWave,DevOps Engineer,Mumbai,15000,"Azure, Git, CI/CD, AWS, Bash Scripting","Join BlueWave as a DevOps Engineer. We need expertise in Azure, Git."
INT_5854,Infinity AI,Machine Learning Engineer,Delhi,8000,"Deep Learning, Docker, Machine Learning, PyTorch","Join Infinity AI as a Machine Learning Engineer. We need expertise in Deep Learning, Docker."
INT_5855,Future Systems,Software Engineer,Mumbai,20000,"SQL, C++, Java, Git","Join Future Systems as a Software Engineer. We need expertise in SQL, C++."
INT_5856,Infinity AI,Backend Developer,Remote,12000,"API Design, PostgreSQL, Flask, SQL, Java","Join Infinity AI as a Backend Developer. We need expertise in API Design, PostgreSQL."
INT_5857,Meridian Soft,QA Engineer,Remote,8000,"Manual Testing, Python, JIRA, Automation Testing, SQL","Join Meridian Soft as a QA Engineer. We need expertise in Manual Testing, Python."
INT_5858,TechSol,DevOps Engineer,Hyderabad,25000,"Jenkins, Linux, CI/CD","Join TechSol as a DevOps Engineer. We need expertise in Jenkins, Linux."
INT_5859,Starlight Systems,Data Scientist,Mumbai,20000,"Tableau, Data Science, NumPy, Machine Learning","Join Starlight Systems as a Data Scientist. We need expertise in Tableau, Data Science."
INT_5860,Horizon Tech,Data Analyst,Hyderabad,15000,"Data Science, SQL, Python, Tableau, R","Join Horizon Tech as a Data Analyst. We need expertise in Data Science, SQL."
INT_5861,AlphaTech,Full Stack Developer,Noida,12000,"SQL, CSS, MongoDB, Node.js, JavaScript","Join AlphaTech as a Full Stack Developer. We need expertise in SQL, CSS."
INT_5862,CoreSystems,Frontend Developer,Pune,10000,"Vue.js, CSS, Angular, React","Join CoreSystems as a Frontend Developer. We need expertise in Vue.js, CSS."
INT_5863,Smart Solutions,Product Manager,Delhi,20000,"Agile, JIRA, Product Management, SQL, Roadmapping","Join Smart Solutions as a Product Manager. We need expertise in Agile, JIRA."
INT_5864,Quantum Bits,Machine Learning Engineer,Delhi,Unpaid,"PyTorch, MLOps, Deep Learning","Join Quantum Bits as a Machine Learning Engineer. We need expertise in PyTorch, MLOps."
INT_5865,Fusion Labs,Product Manager,Mumbai,12000,"Data Analysis, JIRA, Roadmapping, Communication","Join Fusion Labs as a Product Manager. We need expertise in Data Analysis, JIRA."
INT_5866,CodeCraft,Backend Developer,Mumbai,8000,"Node.js, SQL, Express.js, MongoDB","Join CodeCraft as a Backend Developer. We need expertise in Node.js, SQL."
INT_5867,Horizon Tech,Machine Learning Engineer,Pune,10000,"Machine Learning, Docker, MLOps, TensorFlow, AWS","Join Horizon Tech as a Machine Learning Engineer. We need expertise in Machine Learning, Docker."
INT_5868,CodeCraft,UI/UX Designer,Mumbai,5000,"Figma, User Research, Adobe XD, Prototyping","Join CodeCraft as a UI/UX Designer. We need expertise in Figma, User Research."
INT_5869,Vanguard Data,System Administrator,Gurgaon,Unpaid,"Virtualization, Networking, Windows Server, AWS, Azure","Join Vanguard Data as a System Administrator. We need expertise in Virtualization, Networking."
INT_5870,TechSol,DevOps Engineer,Remote,25000,"CI/CD, AWS, Docker, Git, Linux","Join TechSol as a DevOps Engineer. We need expertise in CI/CD, AWS."
INT_5871,RapidScale,Software Engineer,Delhi,10000,"SQL, Algorithms, Java, System Design","Join RapidScale as a Software Engineer. We need expertise in SQL, Algorithms."
INT_5872,Starlight Systems,Machine Learning Engineer,Remote,8000,"Machine Learning, TensorFlow, Deep Learning, PyTorch","Join Starlight Systems as a Machine Learning Engineer. We need expertise in Machine Learning, TensorFlow."
INT_5873,TechSol,Machine Learning Engineer,Bangalore,Unpaid,"AWS, MLOps, Python, Docker, TensorFlow","Join TechSol as a Machine Learning Engineer. We need expertise in AWS, MLOps."
INT_5874,Visionary Apps,Full Stack Developer,Indore,8000,"Express.js, MongoDB, JavaScript","Join Visionary Apps as a Full Stack Developer. We need expertise in Express.js, MongoDB."
INT_5875,Future Systems,Frontend Developer,Gurgaon,12000,"TypeScript, Tailwind CSS, React, Vue.js","Join Future Systems as a Frontend Developer. We need expertise in TypeScript, Tailwind CSS."
INT_5876,TerraFirm,Frontend Developer,Bangalore,10000,"JavaScript, HTML, TypeScript","Join TerraFirm as a Frontend Developer. We need expertise in JavaScript, HTML."
INT_5877,Sierra Logic,DevOps Engineer,Chennai,5000,"Git, Docker, CI/CD","Join Sierra Logic as a DevOps Engineer. We need expertise in Git, Docker."
INT_5878,Smart Solutions,Product Manager,Indore,8000,"Data Analysis, Product Management, Agile, SQL","Join Smart Solutions as a Product Manager. We need expertise in Data Analysis, Product Management."
INT_5879,Future Systems,QA Engineer,Delhi,5000,"Automation Testing, Manual Testing, JIRA, SQL","Join Future Systems as a QA Engineer. We need expertise in Automation Testing, Manual Testing."
INT_5880,NextLevel Tech,Mobile App Developer,Mumbai,8000,"iOS Development, Kotlin, Java, Swift, Flutter","Join NextLevel Tech as a Mobile App Developer. We need expertise in iOS Development, Kotlin."
INT_5881,Horizon Tech,Data Analyst,Delhi,12000,"R, Python, Excel, Power BI","Join Horizon Tech as a Data Analyst. We need expertise in R, Python."
INT_5882,Omega Corp,DevOps Engineer,Delhi,5000,"Linux, Kubernetes, AWS","Join Omega Corp as a DevOps Engineer. We need expertise in Linux, Kubernetes."
INT_5883,LogicGate,Frontend Developer,Indore,20000,"Angular, React, CSS, HTML, JavaScript","Join LogicGate as a Frontend Developer. We need expertise in Angular, React."
INT_5884,ByteWorks,UI/UX Designer,Gurgaon,5000,"Wireframing, Figma, Adobe XD, Sketch","Join ByteWorks as a UI/UX Designer. We need expertise in Wireframing, Figma."
INT_5885,TerraFirm,Mobile App Developer,Noida,5000,"iOS Development, Flutter, Swift, Java, Android Studio","Join TerraFirm as a Mobile App Developer. We need expertise in iOS Development, Flutter."
INT_5886,Cosmos AI,QA Engineer,Hyderabad,15000,"Python, Automation Testing, Java, Selenium, SQL","Join Cosmos AI as a QA Engineer. We need expertise in Python, Automation Testing."
INT_5887,DataMinds,System Administrator,Delhi,10000,"Linux, Networking, Bash, Azure","Join DataMinds as a System Administrator. We need expertise in Linux, Networking."
INT_5888,Fusion Labs,QA Engineer,Mumbai,10000,"SQL, Selenium, Java","Join Fusion Labs as a QA Engineer. We need expertise in SQL, Selenium."
INT_5889,Visionary Apps,Software Engineer,Gurgaon,5000,"Git, Python, Algorithms, C++","Join Visionary Apps as a Software Engineer. We need expertise in Git, Python."
INT_5890,Echo Systems,Product Manager,Remote,Unpaid,"Communication, Product Management, Data Analysis, Roadmapping","Join Echo Systems as a Product Manager. We need expertise in Communication, Product Management."
INT_5891,Visionary Apps,Data Analyst,Delhi,Unpaid,"Tableau, Power BI, R, Excel, Data Science","Join Visionary Apps as a Data Analyst. We need expertise in Tableau, Power BI."
INT_5892,Helios Data,Product Manager,Noida,Unpaid,"JIRA, Communication, Roadmapping","Join Helios Data as a Product Manager. We need expertise in JIRA, Communication."
INT_5893,Pioneer Soft,Software Engineer,Mumbai,Unpaid,"Java, Python, Algorithms, C++, SQL","Join Pioneer Soft as a Software Engineer. We need expertise in Java, Python."
INT_5894,Nexus Solutions,Product Manager,Indore,Unpaid,"JIRA, SQL, Communication, Agile, Data Analysis","Join Nexus Solutions as a Product Manager. We need expertise in JIRA, SQL."
INT_5895,Quantum Bits,System Administrator,Bangalore,20000,"AWS, Azure, Virtualization","Join Quantum Bits as a System Administrator. We need expertise in AWS, Azure."
INT_5896,CloudNet,Mobile App Developer,Noida,12000,"Java, React Native, iOS Development, Android Studio, Kotlin","Join CloudNet as a Mobile App Developer. We need expertise in Java, React Native."
INT_5897,Future Systems,Backend Developer,Hyderabad,20000,"Node.js, Django, Flask, NoSQL","Join Future Systems as a Backend Developer. We need expertise in Node.js, Django."
INT_5898,TerraFirm,Product Manager,Mumbai,20000,"Agile, SQL, Roadmapping","Join TerraFirm as a Product Manager. We need expertise in Agile, SQL."
INT_5899,TechSol,Full Stack Developer,Pune,12000,"CSS, JavaScript, MongoDB, Express.js","Join TechSol as a Full Stack Developer. We need expertise in CSS, JavaScript."
INT_5900,FastTrack Soft,Backend Developer,Hyderabad,12000,"API Design, Flask, Java, MongoDB, Express.js","Join FastTrack Soft as a Backend Developer. We need expertise in API Design, Flask."
INT_5901,Quantum Bits,UI/UX Designer,Noida,10000,"Prototyping, Sketch, HTML, CSS, Wireframing","Join Quantum Bits as a UI/UX Designer. We need expertise in Prototyping, Sketch."
INT_5902,Solstice Tech,Frontend Developer,Noida,8000,"CSS, Tailwind CSS, Angular, Vue.js, HTML","Join Solstice Tech as a Frontend Developer. We need expertise in CSS, Tailwind CSS."
INT_5903,ByteWorks,QA Engineer,Pune,10000,"Manual Testing, JIRA, Automation Testing, SQL","Join ByteWorks as a QA Engineer. We need expertise in Manual Testing, JIRA."
INT_5904,Nebula Data,QA Engineer,Pune,20000,"Python, Manual Testing, SQL, Selenium","Join Nebula Data as a QA Engineer. We need expertise in Python, Manual Testing."
INT_5905,Novus Tech,System Administrator,Delhi,15000,"Azure, AWS, Linux, Virtualization","Join Novus Tech as a System Administrator. We need expertise in Azure, AWS."
INT_5906,ByteWorks,Full Stack Developer,Indore,5000,"MongoDB, HTML, React, CSS","Join ByteWorks as a Full Stack Developer. We need expertise in MongoDB, HTML."
INT_5907,Cosmos AI,UI/UX Designer,Bangalore,10000,"Adobe XD, Figma, User Research, Sketch, Wireframing","Join Cosmos AI as a UI/UX Designer. We need expertise in Adobe XD, Figma."
INT_5908,Apex Innovations,Frontend Developer,Remote,5000,"Vue.js, TypeScript, Angular, JavaScript","Join Apex Innovations as a Frontend Developer. We need expertise in Vue.js, TypeScript."
INT_5909,ByteWorks,Backend Developer,Pune,5000,"MongoDB, PostgreSQL, Flask, Node.js","Join ByteWorks as a Backend Developer. We need expertise in MongoDB, PostgreSQL."
INT_5910,ClearView Tech,DevOps Engineer,Delhi,5000,"AWS, Jenkins, Git, Azure, Bash Scripting","Join ClearView Tech as a DevOps Engineer. We need expertise in AWS, Jenkins."
INT_5911,Galactic Soft,Backend Developer,Delhi,10000,"API Design, NoSQL, PostgreSQL, Spring Boot","Join Galactic Soft as a Backend Developer. We need expertise in API Design, NoSQL."
INT_5912,Vertex Global,QA Engineer,Hyderabad,8000,"SQL, Selenium, Java","Join Vertex Global as a QA Engineer. We need expertise in SQL, Selenium."
INT_5913,LunaSys,UI/UX Designer,Delhi,5000,"Adobe XD, Sketch, Prototyping, CSS, Figma","Join LunaSys as a UI/UX Designer. We need expertise in Adobe XD, Sketch."
INT_5914,SparkNet,UI/UX Designer,Hyderabad,20000,"HTML, Figma, User Research","Join SparkNet as a UI/UX Designer. We need expertise in HTML, Figma."
INT_5915,OrbitTech,Full Stack Developer,Bangalore,10000,"Node.js, React, MongoDB, Express.js, JavaScript","Join OrbitTech as a Full Stack Developer. We need expertise in Node.js, React."
INT_5916,Stellar Code,Data Analyst,Indore,8000,"Python, Data Science, Statistics, Tableau, Power BI","Join Stellar Code as a Data Analyst. We need expertise in Python, Data Science."
INT_5917,ByteWorks,DevOps Engineer,Pune,Unpaid,"Bash Scripting, Docker, Git, Azure, Jenkins","Join ByteWorks as a DevOps Engineer. We need expertise in Bash Scripting, Docker."
INT_5918,Future Systems,Software Engineer,Mumbai,15000,"C++, Java, Git","Join Future Systems as a Software Engineer. We need expertise in C++, Java."
INT_5919,BlueWave,Mobile App Developer,Pune,5000,"Flutter, Java, React Native","Join BlueWave as a Mobile App Developer. We need expertise in Flutter, Java."
INT_5920,CoreSystems,Mobile App Developer,Noida,12000,"Flutter, Android Studio, React Native, iOS Development","Join CoreSystems as a Mobile App Developer. We need expertise in Flutter, Android Studio."
INT_5921,Helios Data,Data Scientist,Hyderabad,15000,"Deep Learning, Pandas, TensorFlow, Machine Learning, Scikit-learn","Join Helios Data as a Data Scientist. We need expertise in Deep Learning, Pandas."
INT_5922,Nexus Solutions,UI/UX Designer,Indore,12000,"Sketch, User Research, Adobe XD, HTML, Wireframing","Join Nexus Solutions as a UI/UX Designer. We need expertise in Sketch, User Research."
INT_5923,CoreSystems,Full Stack Developer,Hyderabad,25000,"Git, React, HTML","Join CoreSystems as a Full Stack Developer. We need expertise in Git, React."
INT_5924,Vanguard Data,Mobile App Developer,Hyderabad,15000,"Swift, React Native, Flutter, Android Studio","Join Vanguard Data as a Mobile App Developer. We need expertise in Swift, React Native."
INT_5925,ByteWorks,DevOps Engineer,Bangalore,15000,"Docker, Bash Scripting, AWS, Git, Azure","Join ByteWorks as a DevOps Engineer. We need expertise in Docker, Bash Scripting."
INT_5926,CoreSystems,Data Scientist,Hyderabad,20000,"PyTorch, Deep Learning, Machine Learning, Python, Pandas","Join CoreSystems as a Data Scientist. We need expertise in PyTorch, Deep Learning."
INT_5927,LogicGate,Backend Developer,Bangalore,10000,"Spring Boot, Node.js, SQL","Join LogicGate as a Backend Developer. We need expertise in Spring Boot, Node.js."
INT_5928,Bright Ideas,Machine Learning Engineer,Bangalore,20000,"AWS, Machine Learning, PyTorch, Python, MLOps","Join Bright Ideas as a Machine Learning Engineer. We need expertise in AWS, Machine Learning."
INT_5929,Summit Digital,Product Manager,Indore,8000,"JIRA, Communication, Roadmapping, Agile","Join Summit Digital as a Product Manager. We need expertise in JIRA, Communication."
INT_5930,Equinox Labs,Mobile App Developer,Pune,5000,"Kotlin, Flutter, iOS Development, Android Studio, Java","Join Equinox Labs as a Mobile App Developer. We need expertise in Kotlin, Flutter."
INT_5931,Smart Solutions,Full Stack Developer,Indore,5000,"Express.js, Git, Node.js","Join Smart Solutions as a Full Stack Developer. We need expertise in Express.js, Git."
INT_5932,Pioneer Soft,Backend Developer,Delhi,20000,"MongoDB, Node.js, SQL, NoSQL","Join Pioneer Soft as a Backend Developer. We need expertise in MongoDB, Node.js."
INT_5933,ByteWorks,UI/UX Designer,Gurgaon,8000,"CSS, Adobe XD, User Research, Wireframing","Join ByteWorks as a UI/UX Designer. We need expertise in CSS, Adobe XD."
INT_5934,Helios Data,Data Scientist,Gurgaon,20000,"Deep Learning, Python, Tableau","Join Helios Data as a Data Scientist. We need expertise in Deep Learning, Python."
INT_5935,ClearView Tech,UI/UX Designer,Mumbai,25000,"User Research, Adobe XD, Prototyping","Join ClearView Tech as a UI/UX Designer. We need expertise in User Research, Adobe XD."
INT_5936,Delta Force,Data Analyst,Delhi,12000,"Data Science, Python, Statistics, SQL","Join Delta Force as a Data Analyst. We need expertise in Data Science, Python."
INT_5937,CoreSystems,Machine Learning Engineer,Noida,10000,"Deep Learning, MLOps, Python","Join CoreSystems as a Machine Learning Engineer. We need expertise in Deep Learning, MLOps."
INT_5938,Quantum Bits,DevOps Engineer,Gurgaon,8000,"Bash Scripting, Git, CI/CD, Kubernetes, AWS","Join Quantum Bits as a DevOps Engineer. We need expertise in Bash Scripting, Git."
INT_5939,Universal Tech,Product Manager,Chennai,5000,"Product Management, Roadmapping, Data Analysis, JIRA","Join Universal Tech as a Product Manager. We need expertise in Product Management, Roadmapping."
INT_5940,Vertex Global,System Administrator,Chennai,Unpaid,"Linux, Azure, Virtualization","Join Vertex Global as a System Administrator. We need expertise in Linux, Azure."
INT_5941,Starlight Systems,System Administrator,Noida,25000,"Networking, AWS, Virtualization","Join Starlight Systems as a System Administrator. We need expertise in Networking, AWS."
INT_5942,PrimeLogic,Product Manager,Remote,25000,"Data Analysis, Agile, Roadmapping, JIRA, Product Management","Join PrimeLogic as a Product Manager. We need expertise in Data Analysis, Agile."
INT_5943,DeepDive Data,Product Manager,Bangalore,20000,"Agile, Product Management, Communication","Join DeepDive Data as a Product Manager. We need expertise in Agile, Product Management."
INT_5944,Galactic Soft,DevOps Engineer,Bangalore,Unpaid,"Linux, Bash Scripting, AWS, CI/CD","Join Galactic Soft as a DevOps Engineer. We need expertise in Linux, Bash Scripting."
INT_5945,Bright Ideas,Mobile App Developer,Bangalore,8000,"iOS Development, Swift, Android Studio, Java","Join Bright Ideas as a Mobile App Developer. We need expertise in iOS Development, Swift."
INT_5946,Cosmos AI,System Administrator,Gurgaon,Unpaid,"Windows Server, Bash, AWS, Linux, Azure","Join Cosmos AI as a System Administrator. We need expertise in Windows Server, Bash."
INT_5947,Delta Force,System Administrator,Bangalore,15000,"Bash, Linux, Virtualization, Azure","Join Delta Force as a System Administrator. We need expertise in Bash, Linux."
INT_5948,PrimeLogic,Data Analyst,Gurgaon,20000,"R, Excel, SQL, Tableau, Power BI","Join PrimeLogic as a Data Analyst. We need expertise in R, Excel."
INT_5949,NextLevel Tech,Data Scientist,Hyderabad,5000,"PyTorch, Scikit-learn, NumPy","Join NextLevel Tech as a Data Scientist. We need expertise in PyTorch, Scikit-learn."
INT_5950,OrbitTech,Full Stack Developer,Bangalore,10000,"JavaScript, CSS, MongoDB, Node.js, HTML","Join OrbitTech as a Full Stack Developer. We need expertise in JavaScript, CSS."
INT_5951,Smart Solutions,Data Scientist,Gurgaon,12000,"Python, SQL, PyTorch, Machine Learning, Data Science","Join Smart Solutions as a Data Scientist. We need expertise in Python, SQL."
INT_5952,Omega Corp,Frontend Developer,Chennai,15000,"CSS, Redux, JavaScript","Join Omega Corp as a Frontend Developer. We need expertise in CSS, Redux."
INT_5953,CyberDyne,Mobile App Developer,Chennai,8000,"Kotlin, Android Studio, Java, iOS Development, React Native","Join CyberDyne as a Mobile App Developer. We need expertise in Kotlin, Android Studio."
INT_5954,Vanguard Data,Backend Developer,Indore,20000,"Django, MongoDB, Express.js","Join Vanguard Data as a Backend Developer. We need expertise in Django, MongoDB."
INT_5955,Galactic Soft,Full Stack Developer,Chennai,10000,"CSS, HTML, MongoDB, Express.js","Join Galactic Soft as a Full Stack Developer. We need expertise in CSS, HTML."
INT_5956,SoftSystems,Data Analyst,Pune,10000,"Statistics, SQL, R, Power BI, Tableau","Join SoftSystems as a Data Analyst. We need expertise in Statistics, SQL."
INT_5957,Quantum Bits,Frontend Developer,Mumbai,15000,"TypeScript, Tailwind CSS, Angular, React","Join Quantum Bits as a Frontend Developer. We need expertise in TypeScript, Tailwind CSS."
INT_5958,Global Connect,Data Analyst,Bangalore,Unpaid,"R, SQL, Excel, Power BI, Python","Join Global Connect as a Data Analyst. We need expertise in R, SQL."
INT_5959,Smart Solutions,System Administrator,Delhi,15000,"Bash, Linux, AWS","Join Smart Solutions as a System Administrator. We need expertise in Bash, Linux."
INT_5960,PrimeLogic,Data Scientist,Chennai,12000,"Machine Learning, TensorFlow, Data Science","Join PrimeLogic as a Data Scientist. We need expertise in Machine Learning, TensorFlow."
INT_5961,Equinox Labs,Machine Learning Engineer,Chennai,8000,"Machine Learning, AWS, MLOps, Docker","Join Equinox Labs as a Machine Learning Engineer. We need expertise in Machine Learning, AWS."
INT_5962,Novus Tech,UI/UX Designer,Hyderabad,15000,"HTML, Wireframing, CSS, Sketch","Join Novus Tech as a UI/UX Designer. We need expertise in HTML, Wireframing."
INT_5963,Helios Data,UI/UX Designer,Gurgaon,20000,"Adobe XD, CSS, Wireframing","Join Helios Data as a UI/UX Designer. We need expertise in Adobe XD, CSS."
INT_5964,Smart Solutions,QA Engineer,Noida,Unpaid,"Automation Testing, Java, SQL, Python, Selenium","Join Smart Solutions as a QA Engineer. We need expertise in Automation Testing, Java."
INT_5965,Zenith AI,Data Scientist,Bangalore,15000,"SQL, Data Science, Pandas, NumPy, Deep Learning","Join Zenith AI as a Data Scientist. We need expertise in SQL, Data Science."
INT_5966,PrimeLogic,QA Engineer,Delhi,20000,"Selenium, Automation Testing, Manual Testing","Join PrimeLogic as a QA Engineer. We need expertise in Selenium, Automation Testing."
INT_5967,DeepDive Data,Data Scientist,Remote,25000,"Data Science, Machine Learning, Pandas, SQL","Join DeepDive Data as a Data Scientist. We need expertise in Data Science, Machine Learning."
INT_5968,SparkNet,UI/UX Designer,Pune,Unpaid,"HTML, CSS, Prototyping, Sketch","Join SparkNet as a UI/UX Designer. We need expertise in HTML, CSS."
INT_5969,PrimeLogic,Machine Learning Engineer,Mumbai,8000,"MLOps, Python, Docker, Machine Learning","Join PrimeLogic as a Machine Learning Engineer. We need expertise in MLOps, Python."
INT_5970,Echo Systems,Mobile App Developer,Hyderabad,15000,"Android Studio, iOS Development, React Native","Join Echo Systems as a Mobile App Developer. We need expertise in Android Studio, iOS Development."
INT_5971,Polaris Solutions,Product Manager,Bangalore,10000,"JIRA, Data Analysis, Communication, Roadmapping","Join Polaris Solutions as a Product Manager. We need expertise in JIRA, Data Analysis."
INT_5972,CyberDyne,System Administrator,Gurgaon,25000,"Linux, Windows Server, Virtualization, Azure, Bash","Join CyberDyne as a System Administrator. We need expertise in Linux, Windows Server."
INT_5973,Fusion Labs,Software Engineer,Pune,5000,"Python, C++, Git","Join Fusion Labs as a Software Engineer. We need expertise in Python, C++."
INT_5974,Stellar Code,Backend Developer,Gurgaon,8000,"NoSQL, PostgreSQL, Django, API Design","Join Stellar Code as a Backend Developer. We need expertise in NoSQL, PostgreSQL."
INT_5975,CodeCraft,QA Engineer,Bangalore,12000,"Java, Manual Testing, JIRA, Selenium, Python","Join CodeCraft as a QA Engineer. We need expertise in Java, Manual Testing."
INT_5976,OrbitTech,Backend Developer,Mumbai,12000,"Express.js, API Design, Flask, Node.js, Java","Join OrbitTech as a Backend Developer. We need expertise in Express.js, API Design."
INT_5977,Solstice Tech,Data Analyst,Pune,8000,"Excel, SQL, Statistics, R, Tableau","Join Solstice Tech as a Data Analyst. We need expertise in Excel, SQL."
INT_5978,DeepDive Data,Data Analyst,Noida,Unpaid,"Python, Data Science, Excel, SQL","Join DeepDive Data as a Data Analyst. We need expertise in Python, Data Science."
